time_signature,track_popularity,speechiness,danceability,playlist_name,track_artist,duration_ms,energy,playlist_genre,playlist_subgenre,track_name,mode,type,track_album_release_date,instrumentalness,track_album_id,playlist_id,track_id,valence,key,tempo,loudness,acousticness,liveness,track_album_name,Popularity_Type,year,duration_min,release_year,song_age,energy_danceability_ratio,valence_energy_product,is_2000s_or_earlier
4.0,49,-0.38648884822411705,-0.5609828567163491,Jazz Classics,Dave Brubeck,354573.0,-1.2737724442904275,jazz,classic,Besame Mucho,0.0,audio_features,2001-04-02,1.6280069050026262,5LiPzuR79DTTmyROUm2luC,37i9dQZF1DXbITWG1ZJKYt,1GZD0TZJHmdQaZsucHBmWT,-0.6235052872823981,10.0,-1.9237062865511443,-1.1216543801063552,1.61277231975407,6.520915874777167,On Time,Low,2001,5.90955,2001,1.469086308946203,0.5280362081971336,0.087633,0
3.0,49,-0.6893693576441642,-0.7740846912448237,Jazz Classics,Mary Lou Williams,280481.0,-1.4199866225156463,jazz,classic,It Ain't Necessarily So,0.0,audio_features,2016-04-15,1.9888984863785382,6VflpBTIdO5wvutZII2Grw,37i9dQZF1DXbITWG1ZJKYt,2qswPLZD9CbUoSidGNyxwm,-1.1778139608196485,4.0,0.2788349303135469,-1.0986488821722116,1.8617324800609665,-0.5642459744457203,Gilles Peterson - Magic Peterson Sunshine,Low,2016,4.674683333333333,2016,0.07086190103462944,0.49684492987568396,0.042185999999999994,0
4.0,60,-0.5656436593516613,-2.0686783360053056,Classical Essentials,"Johann Sebastian Bach, Lang Lang",139307.0,-1.8708136720434045,classical,essential,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",1.0,audio_features,2019-03-29,1.9746901564031085,1XORY4rQNhqkZxTze6Px90,37i9dQZF1DWWEJlAGA9gs0,4SFBV7SRNG2e2kyL1F6kjU,-1.0305151524670924,0.0,0.5515615740871712,-2.2646348506392817,1.9908229335534315,-0.5272771172469621,Piano Book (Deluxe Edition),Low,2019,2.3217833333333333,2019,-0.2087829805476853,0.5384385282680226,0.027216,0
3.0,63,-0.5656436593516613,-1.7756633135286533,Classical Essentials,"Ludwig van Beethoven, Igor Levit",212067.0,-2.258281244340235,classical,essential,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",0.0,audio_features,2015-01-01,2.0173151463293975,230jpjk9w7MGupNMMvXoaN,37i9dQZF1DWWEJlAGA9gs0,3zLTPuucd3e6TxZnu2dlVS,-1.410391026639474,9.0,0.2573703333498822,-3.0169426885710546,1.9846757691014094,-0.5272771172469621,"Für Elise, Bagatelle No. 25 in A Minor, WoO 59",Low,2015,3.53445,2015,0.1640768615620677,0.1058786893187087,0.0036107999999999995,0
3.0,65,-0.5696028816970214,-2.4149688171140764,Classical Essentials,"Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",174267.0,-2.317173066125392,classical,essential,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",0.0,audio_features,2015-09-18,1.8723901805800154,2y85NsbsBnGTXcXgHpj3PD,37i9dQZF1DWWEJlAGA9gs0,0jOnZhF75V68VsBObWx2XO,-1.6456814915605305,9.0,0.346209915227273,-3.051170380619414,1.9816021868753984,-0.7000663411107235,Songs from the Arc of Life,Low,2015,2.90445,2015,0.1640768615620677,0.09526063546535707,0.00092253,0
3.0,63,-0.4072747655372576,-2.815067511441287,Classical Essentials,"George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",207267.0,-2.246096729488133,classical,essential,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",0.0,audio_features,2002-01-01,1.7871402007274375,657D9POYWMrDMK9MWNxPHL,37i9dQZF1DWWEJlAGA9gs0,1upQiytDIEZfl9ItruoXuC,-1.667776312813414,2.0,-1.7856594668632606,-2.0702103376104852,1.8002608355407455,-0.5803193906190935,Handel Sarabande,Low,2002,3.45445,2002,1.3758713484187648,0.3577893728037483,0.00173376,0
5.0,65,-0.5567354090746012,-1.6105093917690856,Classical Essentials,"Claude Debussy, Alice Sara Ott",294960.0,-2.362215156028661,classical,essential,"Suite bergamasque, L. 75: III. Clair de lune",1.0,audio_features,2018-07-27,2.0400484742900846,4Ll3RGpn0eVY6MMKPTP99C,37i9dQZF1DWWEJlAGA9gs0,1cmigB9I6IRpFqjIbzvSQB,-1.7193308957368085,1.0,-1.7299637479444696,-3.3782973390488187,2.003117262457476,-0.8503527823317626,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune",Low,2018,4.916,2018,-0.11556802002024705,0.015655760757476326,0.00019188299999999998,0
4.0,62,-0.4369689331274583,-1.3121668234292214,Classical Essentials,"Erik Satie, Alena Cherny",296480.0,-2.3590471821671146,classical,essential,Gnossienne No. 1,0.0,audio_features,2013-01-01,2.1110901241672324,4ZWDD7tNRRMB2eO4B5LsJh,37i9dQZF1DWWEJlAGA9gs0,5fdp9rXfEixCGLM1Og4EN1,-1.7247576939392713,5.0,-1.6289538798801646,-3.13267156537391,2.012338009135509,-0.6381836888432368,Gnossienne No. 1,Low,2013,4.941333333333334,2013,0.3505067826169442,0.015398526634929922,0.000213651,0
4.0,51,-0.6695732459173638,-2.4202963629772882,Classical Essentials,"Jacques Offenbach, Arthur Fiedler, Boston Pops Orchestra",215240.0,-1.3428180284523363,classical,essential,Tales of Hoffmann: Barcarolle,1.0,audio_features,2014-06-13,-0.07415102605383984,72eREPpDWnlR5o2hUExugS,37i9dQZF1DWWEJlAGA9gs0,1n9741DApqn5gvuxhgerCt,-1.348370475754187,2.0,-0.9890493511186189,-0.8789744323864284,1.8156287466708008,1.739074563198653,"I don't like classical music, but I really like this!",Low,2014,3.5873333333333335,2014,0.2572918220895059,1.5237188262603414,0.034304,0
4.0,55,-0.5408985196931607,-2.898177226907392,Classical Essentials,"Gustav Mahler, Daniel Barenboim, Chicago Symphony Orchestra",583293.0,-2.170146586910033,classical,essential,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,1.0,audio_features,1998-08-14,2.1139317901623182,2xhhbZySK489esUAtrs65j,37i9dQZF1DWWEJlAGA9gs0,0cqcRqZgkNHanWQ8slYA0v,-1.741038088546659,5.0,-1.2716314716026842,-1.9588300610268887,1.704979786534402,-0.6992626703020548,Mahler: Symphony No. 5,Low,1998,9.72155,1998,1.7487311905285177,0.6678585110458435,0.00171021,1
4.0,53,-0.5745519096287215,-1.9674549646042803,Classical Essentials,"Joaquín Rodrigo, Thibaut García, Ben Glassberg, Orchestre National Du Capitole De Toulouse",640267.0,-1.9845358106630193,classical,essential,Rodrigo: Concierto de Aranjuez: II. Adagio,0.0,audio_features,2020-10-02,1.878073512570187,2K6XjvDKO2HTCDqGZkph9e,37i9dQZF1DWWEJlAGA9gs0,0k6P9cdEA9K3k0ASde2Kof,-1.6274629547379775,11.0,-1.171673789664049,-1.4862354113919563,1.8094815822187786,-0.3665429555132306,Aranjuez,Low,2020,10.671116666666666,2020,-0.3019979410751235,0.38733646891427215,0.006076,0
4.0,60,-0.6448281062588631,-2.28178017053378,Classical Essentials,"Sergei Rachmaninoff, Valentina Lisitsa, London Symphony Orchestra, Michael Francis",644273.0,-2.161211276018492,classical,essential,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",1.0,audio_features,2012-01-01,2.1139317901623182,5lVqgXqdoIH3W1wUM2hzPx,37i9dQZF1DWWEJlAGA9gs0,4rrrn8OLrttq7r9RgNXalU,-1.7185556388507426,4.0,0.7959493382094217,-2.187482266104045,1.972381440197365,-0.9041987265125625,Rachmaninov: Piano Concerto No.2,Low,2012,10.737883333333333,2012,0.4437217431443824,0.28091335498170195,0.00209825,0
1.0,53,-0.6230523833593826,-1.4986309286416364,Classical Essentials,"Franz Liszt, Lise de la Salle",357747.0,-2.324889925531723,classical,essential,"Ständchen in D Minor (After Schubert), S. 560",1.0,audio_features,2011-08-23,2.0457318062802567,12TLeKJv0q5fnF2obaf6Is,37i9dQZF1DWWEJlAGA9gs0,3GecLjGMqzjmgkvy2v41Wf,-1.7189432672937754,2.0,-1.4691969531326259,-2.6666699547810797,2.003117262457476,-0.4388733282934097,Liszt,Low,2011,5.96245,2011,0.5369367036718207,0.04164100759508518,0.00054528,0
3.0,60,-0.6052358828052623,-1.8289387721607717,Classical Essentials,"Franz Liszt, Lang Lang",293147.0,-2.2639673512712153,classical,essential,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",1.0,audio_features,2011-07-25,1.991740152373624,39Hh5k01di42nUCLn8Wxqu,37i9dQZF1DWWEJlAGA9gs0,2u9VGZmVz7Rm01SfDgzcfA,-1.7367741756732955,8.0,0.6474508030065502,-2.457796866830229,1.9846757691014094,-0.511203701073589,Liszt - My Piano Hero,Low,2011,4.885783333333333,2011,0.5369367036718207,0.10465574710583848,0.0009869599999999998,0
4.0,58,-0.5923684101828419,-0.49172476049459485,Classical Essentials,"Karl Jenkins, Carmine Lauri, David Alberman, London Symphony Orchestra",226880.0,-1.005713117544193,classical,essential,Palladio: 1. Allegretto (arr. for Strings Orchestra),0.0,audio_features,2008-01-01,1.9121735045112183,1EICPBWv4fDj3sy3vn6p0y,37i9dQZF1DWWEJlAGA9gs0,4FycxLfl7H5CQnqw9J6LXZ,-1.5890877388777063,2.0,-0.9901366101151445,-1.078729487619478,0.6937712341767601,-0.5272771172469621,Quirk,Low,2008,3.7813333333333334,2008,0.8165815852541354,0.6396105733854079,0.024374100000000003,0
3.0,68,-0.5795009375604216,-2.3350556291658986,Classical Essentials,"Ludwig van Beethoven, Paul Lewis",315427.0,-2.361159164741479,classical,essential,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",0.0,audio_features,2007-09-25,1.9491151624473353,4bNwPPpk01D8pVV9IFSBde,37i9dQZF1DWWEJlAGA9gs0,3DNRdudZ2SstnDCVKFdXxG,-1.2824736404385702,1.0,1.8357196675963643,-3.9250987472640064,2.009264426909498,0.043329156907784855,"Beethoven: Piano Sonatas, Vol.3",Low,2007,5.257116666666667,2007,0.9097965457815737,0.028639747839791316,0.00079577,0
4.0,49,-0.6210727721867028,-1.36544228206134,Classical Essentials,"Wolfgang Amadeus Mozart, Andrew Watkinson",352000.0,-1.8180141076842977,classical,essential,Eine kleine Nachtmusik K. 525: Allegro,1.0,audio_features,1998-01-01,2.022998478319569,4XtXDGPvBn9DMDWuqZ0uX9,37i9dQZF1DWWEJlAGA9gs0,2mRUmSG3XGjFloqgAT2UJN,-0.6661444160160327,7.0,0.7437609063761973,-1.5002631540347267,1.6711703820482804,-0.7643600058042163,Mozart: Eine Kleine Nachtmusik,Low,1998,5.866666666666666,1998,1.7487311905285177,0.37977104450698074,0.04309,1
3.0,57,-0.5220922135527003,-2.0633507901420938,Classical Essentials,"Nikolai Rimsky-Korsakov, Lars Hjalmar Joakim",200360.0,-2.1230331294819074,classical,essential,Scheherazade: The Tale of the Kalendar Prince,0.0,audio_features,1999-02-01,1.1420820198429338,3QXtNXmOyrOfZ2mWG4rw9v,37i9dQZF1DWWEJlAGA9gs0,04eShjKTWijeJJqGnhxpYK,-1.5650547754096578,11.0,0.08642516079938782,-2.1211310434037416,1.9078362134511326,2.3980846263069524,Rimsky-Korsakov: Scheherezade,Low,1999,3.3393333333333333,1999,1.6555162300010793,0.2719033232628399,0.0049905900000000005,1
4.0,65,-0.5032859074122399,-2.1166262487742125,Classical Essentials,"Frédéric Chopin, Mikhail Pletnev",259493.0,-2.363474222563378,classical,essential,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",0.0,audio_features,2000-01-01,1.9320651664768196,3hW1TEeZRJ01XycQFABjj9,37i9dQZF1DWWEJlAGA9gs0,2MSgFefjK0T7Iwjvr3OKqV,-1.1468036853770052,1.0,1.5920684337620834,-3.036300973418078,2.0000436802314647,-0.7667710182302221,"Chopin: Piano Sonata No. 2, Nocturnes, Barcarolle & Scherzo",Low,2000,4.324883333333333,2000,1.5623012694736411,0.02088796053508733,0.0008742,1
4.0,44,-0.6616548012266436,-1.4347003782830943,Classical Essentials,"Sergei Prokofiev, Behzod Abduraimov, Orchestra Sinfonica Nazionale Della RAI, Juraj Valcuha",564640.0,-1.3509410383537375,classical,essential,"Piano Concerto No. 3 in C, Op. 26: 1. Andante - Allegro",1.0,audio_features,2014-01-01,1.8695485145849293,5hOFetItodSTqXX2uKz5Pa,37i9dQZF1DWWEJlAGA9gs0,3QqPgzOcv9titKufFR0gsQ,-1.485590944587884,0.0,0.5448977286245956,-0.9709964241230016,1.8648060622869775,-0.6695268503813145,Tchaikovsky: Piano Concerto No.1; Prokofiev: Piano Concerto No.3,Low,2014,9.410666666666666,2014,0.2572918220895059,0.7195263590266565,0.025044399999999998,0
4.0,47,-0.6220625777730426,-1.322821915155645,Classical Essentials,"George Frideric Handel, Trevor Pinnock, The English Concert, Simon Preston, The Choir Of Westminster Abbey",323427.0,-1.6596154146069773,classical,essential,"Zadok the Priest (Coronation Anthem No. 1, HWV 258)",1.0,audio_features,1995-01-01,-0.5046634243093567,7Gi7VwRTgcVL9jKilHtztX,37i9dQZF1DWWEJlAGA9gs0,30bQxViotttoZ7x2iUP2L9,-1.2941024937295613,1.0,-0.7867841048940187,-0.9082924145098183,1.7787457599586678,-0.7410535523528251,Handel: Coronation Anthems; Concerti a Due Cori,Low,1995,5.39045,1995,2.028376072110832,0.4759231036603299,0.026343999999999996,1
3.0,62,-0.593358215769182,0.41928558211463285,Classical Essentials,"Max Richter, Daniel Hope, Konzerthaus Kammerorchester Berlin, Andre de Ridder",151507.0,-0.9975901076427918,classical,essential,Spring 1 - 2012,0.0,audio_features,2014-01-01,1.9945818183687098,5yuG2LEkf7QA9ZGIXldCmy,37i9dQZF1DWWEJlAGA9gs0,5xbuJuQsTVheVZvX2AJVIv,-1.235958227274605,1.0,-0.44748915223634833,-0.4176019768657122,0.4847676428080076,1.5381568610314884,"Recomposed By Max Richter: Vivaldi, The Four Seasons",Low,2014,2.5251166666666665,2014,0.2572918220895059,0.4864409922825638,0.05558300000000001,0
4.0,45,-0.6121645219096424,-1.6797674879908397,Classical Essentials,"Edvard Grieg, Alexandra Dariescu, Philharmonia Orchestra, Tianyi Lu",769213.0,-2.0369292245270563,classical,essential,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato - Radio Edit",0.0,audio_features,2024-07-16,1.9064901725210464,0WSePQx9rAMua5bZ3OZs5d,37i9dQZF1DWWEJlAGA9gs0,4d1ZlOcZYFcjqNJ5VdautO,-1.7173927535216433,9.0,0.3798798712487084,-1.5694199252635843,1.926277706807199,-0.5353138253336487,"Grieg: Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato (Radio Edit)",Low,2024,12.820216666666667,2024,-0.6748577831848765,0.2771896680889873,0.00330188,0
4.0,47,-0.3934174873284973,-1.59452675417945,Classical Essentials,"Gioachino Rossini, Arthur Fiedler, Boston Pops Orchestra",184320.0,0.3873830805460871,classical,essential,William Tell Overture,1.0,audio_features,2014-06-13,1.2671153236267145,72eREPpDWnlR5o2hUExugS,37i9dQZF1DWWEJlAGA9gs0,1ISbc05WTtcVh7q7QOXuu4,0.6362871525749894,4.0,1.7905808828051277,-0.12975269783606502,1.29619335047493,-0.32635941507979765,"I don't like classical music, but I really like this!",Low,2014,3.072,2014,0.2572918220895059,2.11138974025572,0.440572,0
4.0,46,-0.6626446068129836,-1.9141795059721616,Classical Essentials,"Georges Bizet, Michel Plasson, Orchestre National Du Capitole De Toulouse",213693.0,-1.285956959142529,classical,essential,"Bizet: Carmen, WD 31: Prélude",0.0,audio_features,2003-02-25,1.8865985105554448,249X9ZjhWATM2KlkcCh9pt,37i9dQZF1DWWEJlAGA9gs0,7e8ZbMDwjdbUHWsoMOlZCd,-0.9839997393031272,2.0,0.3795992882818628,-1.0614753641688708,1.6435081420141806,-0.8953583476172073,Bizet: Carmen,Low,2003,3.56155,2003,1.2826563878913266,1.0265769362381658,0.061560000000000004,0
3.0,55,-0.5240718247253803,-2.7719143899492713,Classical Essentials,"Samuel Barber, Sir Simon Rattle, Berliner Philharmoniker",537427.0,-2.084854982945322,classical,essential,Barber: Adagio for Strings,0.0,audio_features,2010-01-18,1.8695485145849293,4zW79KZjDenZMLXSGU0Mqu,37i9dQZF1DWWEJlAGA9gs0,1CSaCKPIp2yCIDL3t7Fyau,-1.7484030289642867,10.0,-1.5543538835701725,-2.0831158608418336,1.9447192001632654,0.903256922183249,Samuel Barber - Adagio,Low,2010,8.957116666666666,2010,0.6301516641992589,0.7185570042152731,0.00225764,0
3.0,49,-0.4458771834045185,-2.9834179607187816,Classical Essentials,"Morten Lauridsen, Chamber Choir Of Europe, Nicol Matt",415800.0,-2.3354498384035445,classical,essential,O Magnum Mysterium: O magnum mysterium,1.0,audio_features,2006-01-01,0.6930987926193586,2KpDg5XbaWzQWepVfDpefT,37i9dQZF1DWWEJlAGA9gs0,0S0YKiEdR9cT9pYgEaTevF,-1.7394875747745266,2.0,-1.8663972155729933,-2.6105589842099985,1.9969700980054537,-0.6912259622153683,Lauridsen: O Magnum Mysterium / Lux Aeterna / Madrigali / Les Chansons Des Roses,Low,2006,6.93,2006,1.003011506309012,0.1861659444711924,0.0003839599999999999,0
3.0,44,-0.6210727721867028,-2.4362790005669237,Classical Essentials,"Aram Khachaturian, London Symphony Orchestra",592040.0,-1.952043771057415,classical,essential,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,1.0,audio_features,2007-07-02,1.6507402329633136,63PTC3GOG8kFdMthv7iXg8,37i9dQZF1DWWEJlAGA9gs0,2nVt0n0aSj3AwZjakMvDHX,-1.7375494325593615,8.0,-0.44264909605826736,-1.7477125342531954,1.431430968419417,-0.5031669929869024,Khachaturian: Spartacus and Gayaneh highlights etc,Low,2007,9.867333333333333,2007,0.9097965457815737,0.6423853099812131,0.0035616,0
